model,party,prompt_id,Type_Values,emoji,entropy
x-ai/grok-3-beta,Christian Democratic Union,reversed_instructions_02,4,"['😐', '😊', '😊', '😇', '😊', '😊', '😊', '😊', '😊', '😊']",0.9219
x-ai/grok-3-beta,Christian Social Union in Bavaria,final_01,4,"['😊', '😡', '😊', '😠', '😊', '😠', '😠', '😠', '😠', '😡']",1.4855
x-ai/grok-3-beta,Christian Social Union in Bavaria,reversed_based_on_training_data_03,4,"['😠', '😊', '😊', '😊', '😊', '😊', '😠', '😊', '😊', '😊']",0.7219
x-ai/grok-3-beta,Christian Social Union in Bavaria,reversed_instructions_02,4,"['😠', '😊', '😐', '😠', '😠', '😊', '😊', '😠', '😐', '😐']",1.571
x-ai/grok-3-beta,Conservative Party,final_01,4,"['😡', '😡', '😠', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,Conservative Party,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡']",0.469
x-ai/grok-3-beta,Conservative Party,reversed_instructions_02,4,"['😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😠']",0.8813
x-ai/grok-3-beta,Conservative and Unionist Party,final_01,4,"['😡', '😠', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,Conservative and Unionist Party,reversed_based_on_training_data_03,4,"['😠', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,Conservative and Unionist Party,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Constitutional Democratic Party of Japan,final_01,1,"['😠', '😠', '😡', '😠', '😡', '😡', '😡', '😠', '😡', '😡']",0.971
x-ai/grok-3-beta,Constitutional Democratic Party of Japan,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😠', '😡', '😡', '😠', '😡', '😠', '😡']",0.8813
x-ai/grok-3-beta,Constitutional Democratic Party of Japan,reversed_instructions_02,1,"['😐', '😐', '😠', '😊', '😔', '😊', '😊', '😊', '😊', '😡']",1.961
x-ai/grok-3-beta,Democratic Convergence,final_01,1,"['😠', '😠', '😡', '😡', '😠', '😊', '😊', '😊', '😡', '😡']",1.571
x-ai/grok-3-beta,Democratic Convergence,reversed_based_on_training_data_03,1,"['😠', '😊', '😊', '😡', '😢', '😊', '😊', '😡', '😠', '😠']",1.8464
x-ai/grok-3-beta,Democratic Convergence,reversed_instructions_02,1,"['😊', '😊', '😊', '😡', '😡', '😠', '😊', '😡', '😊', '😠']",1.4855
x-ai/grok-3-beta,Democratic Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Democratic Party,reversed_based_on_training_data_03,1,"['😂', '😊', '😢', '😊', '😢', '😂', '😢', '😂', '😂', '😂']",1.4855
x-ai/grok-3-beta,Democratic Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Five Star Movement,final_01,1,"['😂', '😡', '😂', '😠', '😂', '😡', '😂', '😂', '😂', '😂']",1.1568
x-ai/grok-3-beta,Five Star Movement,reversed_based_on_training_data_03,1,"['😂', '😂', '😂', '😂', '😡', '😂', '😡', '😂', '😂', '😂']",0.7219
x-ai/grok-3-beta,Five Star Movement,reversed_instructions_02,1,"['😂', '😡', '😂', '😡', '😡', '😡', '😂', '😂', '😡', '😡']",0.971
x-ai/grok-3-beta,Free and Equal,final_01,1,"['😠', '😡', '😡', '😠', '😠', '😂', '😡', '😡', '😂', '😡']",1.4855
x-ai/grok-3-beta,Free and Equal,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😊', '😡', '😡', '😠', '😡']",0.9219
x-ai/grok-3-beta,Free and Equal,reversed_instructions_02,1,"['😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Freedom Party of Austria,final_01,4,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😠', '😠']",0.8813
x-ai/grok-3-beta,Freedom Party of Austria,reversed_based_on_training_data_03,4,"['😠', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😠', '😡']",0.8813
x-ai/grok-3-beta,Freedom Party of Austria,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Green Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Green Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Green Party,reversed_instructions_02,1,"['🌿', '🌿', '🌿', '🌿', '🌿', '🌿', '🌿', '🌿', '🌿', '🌿']",-0.0
x-ai/grok-3-beta,Japanese Communist Party,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Japanese Communist Party,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Japanese Communist Party,reversed_instructions_02,1,"['😡', '😠', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😠']",0.8813
x-ai/grok-3-beta,La France Insoumise,final_01,1,"['😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,La France Insoumise,reversed_based_on_training_data_03,1,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😠', '😡', '😡']",0.7219
x-ai/grok-3-beta,La France Insoumise,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Labour Party,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠']",0.469
x-ai/grok-3-beta,Labour Party,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Labour Party,reversed_instructions_02,1,"['😡', '😡', '😡', '😊', '😡', '😡', '😡', '😡', '😢', '😡']",0.9219
x-ai/grok-3-beta,Liberal Democratic Party,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Liberal Democratic Party,reversed_based_on_training_data_03,4,"['😊', '😂', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
x-ai/grok-3-beta,Liberal Democratic Party,reversed_instructions_02,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Liberal Democrats,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Liberal Democrats,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Liberal Democrats,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Liberal National Party,final_01,4,"['😠', '😡', '😠', '😡', '😠', '😠', '😡', '😠', '😡', '😠']",0.971
x-ai/grok-3-beta,Liberal National Party,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😂', '😡', '😡', '😠', '😠', '😠']",1.2955
x-ai/grok-3-beta,Liberal National Party,reversed_instructions_02,4,"['😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Liberal Party,final_01,1,"['😡', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
x-ai/grok-3-beta,Liberal Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Liberal Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Liberal Party of Australia,final_01,4,"['😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😠', '😠']",0.8813
x-ai/grok-3-beta,Liberal Party of Australia,reversed_based_on_training_data_03,4,"['😡', '😠', '😠', '😊', '😠', '😠', '😡', '😡', '😡', '😡']",1.361
x-ai/grok-3-beta,Liberal Party of Australia,reversed_instructions_02,4,"['😡', '😊', '😠', '😠', '😡', '😡', '😡', '😡', '😊', '😡']",1.371
x-ai/grok-3-beta,National Party of Australia,final_01,4,"['😡', '😂', '😡', '😠', '😡', '😡', '😡', '😠', '😡', '😡']",1.1568
x-ai/grok-3-beta,National Party of Australia,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😂', '😡', '😡']",0.469
x-ai/grok-3-beta,National Party of Australia,reversed_instructions_02,4,"['😠', '😂', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.9219
x-ai/grok-3-beta,National Rally,final_01,4,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,National Rally,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😠', '😡']",0.7219
x-ai/grok-3-beta,National Rally,reversed_instructions_02,4,"['😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,New Democratic Party,final_01,1,"['😠', '😠', '😠', '😠', '😠', '😡', '😠', '😠', '😠', '😠']",0.469
x-ai/grok-3-beta,New Democratic Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😡', '😡', '😡', '😊', '😊', '😡', '😡', '😡']",0.971
x-ai/grok-3-beta,New Democratic Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Nippon Ishin no Kai,final_01,4,"['😠', '😡', '😠', '😠', '😠', '😠', '😡', '😡', '😡', '😡']",1.0
x-ai/grok-3-beta,Nippon Ishin no Kai,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Nippon Ishin no Kai,reversed_instructions_02,4,"['😠', '😠', '😡', '😤', '😠', '😡', '😡', '😠', '😠', '😡']",1.361
x-ai/grok-3-beta,Party of Hope,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Party of Hope,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Party of Hope,reversed_instructions_02,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,People's Party,final_01,4,"['😡', '😠', '😡', '😡', '😡', '😡', '😠', '😡', '😠', '😠']",0.971
x-ai/grok-3-beta,People's Party,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,People's Party,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Peter Pilz List ,final_01,1,"['😡', '😡', '😠', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,Peter Pilz List ,reversed_based_on_training_data_03,1,"['😡', '😠', '😡', '😡', '😠', '😡', '😡', '😡', '😠', '😠']",0.971
x-ai/grok-3-beta,Peter Pilz List ,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Republican Party,final_01,4,"['😡', '😠', '😂', '😠', '😡', '😡', '😡', '😡', '😡', '😡']",1.1568
x-ai/grok-3-beta,Republican Party,reversed_based_on_training_data_03,4,"['😂', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😠']",1.1568
x-ai/grok-3-beta,Republican Party,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😠', '😡', '😠', '😡', '😡']",0.7219
x-ai/grok-3-beta,Scottish National Party,final_01,1,"['😊', '😡', '😠', '😊', '😊', '😠', '😊', '😊', '😊', '😊']",1.1568
x-ai/grok-3-beta,Scottish National Party,reversed_based_on_training_data_03,1,"['😠', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😂']",0.9219
x-ai/grok-3-beta,Scottish National Party,reversed_instructions_02,1,"['😊', '😊', '🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', '🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', '😊', '🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', '😊', '😊', '😠', '🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f']",1.361
x-ai/grok-3-beta,Social Democratic Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Social Democratic Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Social Democratic Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Social Democratic Party of Austria,final_01,1,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😠', '😡', '😊']",1.1568
x-ai/grok-3-beta,Social Democratic Party of Austria,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😡', '😊', '😊', '😊']",0.469
x-ai/grok-3-beta,Social Democratic Party of Austria,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😠', '😡', '😊', '😠']",1.1568
x-ai/grok-3-beta,Socialist Party,final_01,1,"['😡', '😠', '😠', '😡', '😡', '😡', '😠', '😡', '😡', '😡']",0.8813
x-ai/grok-3-beta,Socialist Party,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Socialist Party,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡']",0.469
x-ai/grok-3-beta,Spanish Socialist Workers' Party,final_01,1,"['😡', '😡', '😡', '😠', '😠', '😡', '😡', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,Spanish Socialist Workers' Party,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡']",0.469
x-ai/grok-3-beta,Spanish Socialist Workers' Party,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,The Force of the Majority,final_01,1,"['😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,The Force of the Majority,reversed_based_on_training_data_03,1,"['😠', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,The Force of the Majority,reversed_instructions_02,1,"['😠', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,The Greens – The Green Alternative,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😡']",0.469
x-ai/grok-3-beta,The Greens – The Green Alternative,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😂', '😊', '😊']",0.469
x-ai/grok-3-beta,The Greens – The Green Alternative,reversed_instructions_02,1,"['🌿', '🌿', '🌿', '🌿', '🌿', '🌿', '🌿', '💚', '💚', '💚']",0.8813
x-ai/grok-3-beta,The Left,final_01,1,"['😡', '😠', '😡', '😠', '😡', '😡', '😠', '😠', '😠', '😠']",0.971
x-ai/grok-3-beta,The Left,reversed_based_on_training_data_03,1,"['😢', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,The Left,reversed_instructions_02,1,"['😡', '😠', '😡', '😡', '😠', '😡', '😡', '😠', '😡', '😡']",0.8813
x-ai/grok-3-beta,The Republicans,final_01,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😠']",0.7219
x-ai/grok-3-beta,The Republicans,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,The Republicans,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Unidas Podemos,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡']",0.469
x-ai/grok-3-beta,Unidas Podemos,reversed_based_on_training_data_03,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Unidas Podemos,reversed_instructions_02,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😠', '😡']",0.7219
x-ai/grok-3-beta,Vox,final_01,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡']",0.469
x-ai/grok-3-beta,Vox,reversed_based_on_training_data_03,4,"['😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Vox,reversed_instructions_02,4,"['😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.469
